Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16194;Santa Cruz de Moya;17;<5;0;7;0;<5;8;0;<5;0;16;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16195;Santa María del Campo Rus;19;0;<5;10;0;<5;7;<5;0;<5;13;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16196;Santa María de los Llanos;48;<5;<5;12;<5;6;25;7;5;5;31;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16197;Santa María del Val;<5;0;0;<5;0;0;0;<5;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16198;Sisante;108;<5;6;25;<5;24;49;16;6;<5;80;5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16199;Solera de Gabaldón;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16202;Talayuelas;58;<5;6;14;<5;13;20;10;14;<5;29;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16203;Tarancón;1166;49;137;179;54;309;438;42;204;31;821;68
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16204;Tébar;27;<5;<5;8;<5;<5;11;0;<5;<5;21;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16205;Tejadillos;8;0;0;0;0;<5;7;0;<5;0;7;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16206;Tinajas;8;0;<5;<5;0;0;<5;<5;<5;<5;5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16209;Torralba;9;<5;0;<5;<5;<5;<5;0;0;<5;8;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16211;Torrejoncillo del Rey;17;0;<5;8;0;<5;7;0;<5;<5;10;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16212;Torrubia del Campo;14;0;<5;<5;0;<5;7;<5;0;<5;12;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16213;Torrubia del Castillo;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16215;Tragacete;14;0;<5;<5;0;<5;7;0;0;<5;13;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16216;Tresjuncos;16;<5;<5;<5;0;<5;7;<5;<5;<5;11;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16217;Tribaldos;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16218;Uclés;12;0;<5;<5;<5;<5;<5;<5;<5;0;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16219;Uña;<5;0;<5;<5;0;<5;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16224;Valdemeca;<5;<5;<5;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16225;Valdemorillo de la Sierra;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16227;Valdemoro-Sierra;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16228;Valdeolivas;5;0;<5;<5;0;0;<5;<5;<5;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16231;Valhermoso de la Fuente;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16234;Valsalobre;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16236;Valverde de Júcar;61;0;12;14;<5;15;19;<5;10;<5;43;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16237;Valverdejo;5;0;<5;<5;0;0;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16238;Vara de Rey;37;0;<5;12;0;5;19;0;<5;<5;31;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16239;Vega del Codorno;10;0;<5;5;0;<5;<5;0;<5;<5;6;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16240;Vellisca;6;0;<5;<5;<5;<5;0;<5;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16242;Villaconejos de Trabaque;12;<5;<5;<5;0;<5;6;<5;0;<5;7;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16243;Villaescusa de Haro;27;<5;<5;7;<5;<5;11;<5;<5;<5;20;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16244;Villagarcía del Llano;49;<5;<5;5;<5;8;30;10;<5;<5;31;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16245;Villalba de la Sierra;39;<5;5;6;<5;10;14;<5;<5;<5;29;6
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16246;Villalba del Rey;29;<5;<5;10;<5;5;6;<5;<5;<5;18;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16247;Villalgordo del Marquesado;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16248;Villalpardo;56;<5;<5;12;<5;7;30;7;6;<5;37;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16249;Villamayor de Santiago;157;6;13;35;<5;37;62;18;23;12;101;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16250;Villanueva de Guadamejud;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16251;Villanueva de la Jara;106;<5;14;15;<5;27;43;29;9;<5;56;8
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16253;Villar de Cañas;24;0;<5;10;0;5;8;<5;<5;<5;19;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16254;Villar de Domingo García;8;0;<5;<5;0;<5;<5;0;0;<5;6;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16255;Villar de la Encina;7;0;0;<5;<5;<5;<5;0;<5;0;6;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16258;Villar del Humo;8;<5;0;<5;<5;<5;<5;0;<5;<5;5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16259;Villar del Infantado;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16263;Villar de Olalla;56;<5;9;14;7;13;10;0;10;<5;36;7
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16264;Villarejo de Fuentes;18;0;<5;<5;0;<5;9;<5;<5;<5;14;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16265;Villarejo de la Peñuela;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16266;Villarejo-Periesteban;19;0;<5;<5;0;7;5;<5;0;0;16;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16269;Villares del Saz;16;0;<5;7;0;<5;5;0;<5;<5;13;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16270;Villarrubio;6;0;<5;0;0;<5;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16271;Villarta;36;<5;<5;8;<5;6;13;8;<5;6;18;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16272;Villas de la Ventosa;7;<5;0;0;0;<5;<5;<5;0;0;5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16273;Villaverde y Pasaconsol;14;<5;<5;<5;0;<5;<5;0;<5;0;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16274;Víllora;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16275;Vindel;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16276;Yémeda;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16277;Zafra de Záncara;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16278;Zafrilla;<5;0;0;0;<5;0;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16279;Zarza de Tajo;18;0;<5;11;<5;<5;<5;<5;<5;<5;11;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16280;Zarzuela;14;<5;<5;<5;0;0;5;<5;<5;<5;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16901;Campos del Paraíso;22;0;<5;11;<5;<5;7;<5;0;<5;17;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16902;Valdetórtola;<5;0;0;<5;<5;<5;0;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16903;Valeras, Las;107;<5;12;14;<5;28;48;<5;25;6;68;7
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16904;Fuentenava de Jábaga;26;<5;7;5;<5;<5;9;0;<5;0;22;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16905;Arcas del Villar;102;9;7;22;6;32;26;5;7;9;72;9
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16906;Valdecolmenas, Los;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16908;Pozorrubielos de la Mancha;19;0;<5;7;0;5;6;5;0;0;14;0
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16909;Sotorribas;24;0;8;<5;0;6;6;<5;<5;<5;14;<5
202302;Febrero de 2023;8;Castilla - La Mancha;16;Cuenca;16910;Villar y Velasco;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19001;Abánades;6;<5;0;<5;0;<5;<5;0;0;0;6;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19002;Ablanque;<5;0;<5;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19003;Adobes;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19004;Alaminos;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19005;Alarilla;11;<5;<5;<5;<5;<5;<5;0;<5;0;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19006;Albalate de Zorita;95;0;12;32;<5;18;32;<5;<5;10;76;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19007;Albares;40;<5;6;12;<5;9;9;<5;6;<5;23;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19008;Albendiego;6;0;<5;<5;<5;<5;<5;<5;0;0;5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19009;Alcocer;10;0;<5;6;<5;0;<5;0;<5;<5;5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19010;Alcolea de las Peñas;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19011;Alcolea del Pinar;19;<5;<5;<5;0;<5;7;0;<5;<5;16;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19013;Alcoroches;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19015;Aldeanueva de Guadalajara;<5;0;<5;0;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19016;Algar de Mesa;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19017;Algora;5;0;<5;0;0;<5;<5;0;0;0;5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19018;Alhóndiga;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19019;Alique;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19020;Almadrones;<5;<5;0;0;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19021;Almoguera;82;5;14;18;<5;20;22;<5;6;6;65;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19022;Almonacid de Zorita;45;6;6;15;<5;6;11;<5;<5;<5;39;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19023;Alocén;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19024;Alovera;734;30;107;120;39;177;261;<5;61;39;605;27
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19027;Alustante;6;0;<5;0;0;0;<5;0;0;0;6;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19031;Angón;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19032;Anguita;8;0;0;5;0;0;<5;0;<5;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19033;Anquela del Ducado;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19034;Anquela del Pedregal;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19036;Aranzueque;19;0;<5;<5;<5;7;8;0;<5;<5;12;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19037;Arbancón;10;0;0;<5;0;<5;6;0;0;0;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19038;Arbeteta;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19039;Argecilla;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19040;Armallones;<5;0;0;0;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19041;Armuña de Tajuña;25;0;<5;<5;<5;7;9;0;<5;<5;20;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19042;Arroyo de las Fraguas;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19043;Atanzón;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19044;Atienza;16;<5;<5;<5;<5;<5;6;<5;<5;<5;9;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19045;Auñón;6;0;0;<5;0;<5;<5;<5;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19046;Azuqueca de Henares;2412;106;347;449;90;659;761;16;168;132;1938;158
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19047;Baides;<5;0;0;<5;0;0;0;<5;0;<5;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19048;Baños de Tajo;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19049;Bañuelos;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19050;Barriopedro;<5;0;0;0;0;0;<5;0;0;0;0;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19051;Berninches;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19052;Bodera, La;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19053;Brihuega;131;<5;16;37;<5;28;44;<5;6;10;99;12
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19054;Budia;5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19055;Bujalaro;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19057;Bustares;<5;0;0;<5;0;<5;<5;0;<5;0;<5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19058;Cabanillas del Campo;561;19;74;100;26;122;220;<5;36;31;455;36
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19059;Campillo de Dueñas;<5;0;0;0;0;<5;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19060;Campillo de Ranas;13;0;<5;8;0;<5;<5;<5;0;<5;7;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19061;Campisábalos;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19064;Canredondo;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19065;Cantalojas;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19066;Cañizar;<5;0;0;<5;0;<5;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19067;Cardoso de la Sierra, El;<5;0;<5;<5;0;0;0;0;0;<5;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19070;Casa de Uceda;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19071;Casar, El;677;31;82;137;21;137;269;5;43;42;551;36
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19073;Casas de San Galindo;<5;0;0;<5;0;0;0;0;<5;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19074;Caspueñas;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19075;Castejón de Henares;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19076;Castellar de la Muela;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19078;Castilforte;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19079;Castilnuevo;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19080;Cendejas de Enmedio;<5;0;0;<5;0;0;0;0;0;<5;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19081;Cendejas de la Torre;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19082;Centenera;11;<5;<5;<5;0;<5;<5;0;0;0;10;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19086;Cifuentes;82;<5;7;12;5;21;35;<5;7;8;62;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19087;Cincovillas;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19088;Ciruelas;9;0;<5;<5;0;5;<5;<5;0;<5;7;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19089;Ciruelos del Pinar;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19090;Cobeta;<5;0;0;<5;0;0;0;0;0;<5;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19091;Cogollor;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19092;Cogolludo;31;<5;8;7;0;8;7;<5;0;<5;26;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19095;Condemios de Abajo;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19096;Condemios de Arriba;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19097;Congostrina;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19098;Copernal;<5;0;0;<5;0;<5;0;0;0;0;<5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19099;Corduente;20;<5;<5;5;<5;<5;6;<5;<5;0;14;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19102;Cubillo de Uceda, El;11;0;<5;<5;0;0;<5;0;<5;0;9;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19103;Checa;6;0;<5;<5;<5;0;<5;0;0;0;6;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19104;Chequilla;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19105;Chiloeches;163;8;17;30;7;31;70;<5;15;6;130;10
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19106;Chillarón del Rey;5;0;<5;<5;0;0;<5;0;0;0;5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19107;Driebes;15;<5;<5;6;0;<5;<5;<5;<5;<5;11;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19108;Durón;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19109;Embid;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19110;Escamilla;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19111;Escariche;14;0;<5;<5;0;<5;7;<5;0;<5;10;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19112;Escopete;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19113;Espinosa de Henares;32;<5;<5;<5;<5;<5;18;<5;<5;0;25;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19114;Esplegares;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19115;Establés;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19116;Estriégana;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19117;Fontanar;127;8;11;28;6;34;40;<5;11;<5;108;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19118;Fuembellida;<5;0;0;0;0;<5;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19119;Fuencemillán;10;<5;0;<5;0;<5;<5;0;0;0;10;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19120;Fuentelahiguera de Albatages;7;0;0;<5;0;<5;<5;<5;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19121;Fuentelencina;17;0;<5;5;<5;6;<5;<5;0;0;16;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19122;Fuentelsaz;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19123;Fuentelviejo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19124;Fuentenovilla;51;0;8;17;<5;8;16;<5;<5;13;33;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19125;Gajanejos;<5;0;<5;0;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19126;Galápagos;175;10;18;40;11;34;62;0;13;11;139;12
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19127;Galve de Sorbe;<5;0;<5;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19129;Gascueña de Bornova;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19130;Guadalajara;4791;215;739;904;195;1221;1517;37;261;283;3823;387
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19132;Henche;<5;0;0;0;0;<5;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19133;Heras de Ayuso;6;<5;0;<5;0;<5;<5;0;0;0;5;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19134;Herrería;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19135;Hiendelaencina;<5;0;<5;0;0;<5;0;0;0;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19136;Hijes;<5;0;0;0;0;0;<5;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19138;Hita;25;0;<5;9;0;6;9;<5;0;<5;19;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19139;Hombrados;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19142;Hontoba;32;<5;0;12;0;<5;15;0;<5;<5;24;<5
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19143;Horche;153;5;14;25;10;40;59;<5;6;16;113;17
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19145;Hortezuela de Océn;0;0;0;0;0;0;0;0;0;0;0;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19146;Huerce, La;<5;0;0;<5;0;0;0;0;0;0;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19147;Huérmeces del Cerro;<5;0;0;<5;0;<5;<5;0;<5;<5;<5;0
202302;Febrero de 2023;8;Castilla - La Mancha;19;Guadalajara;19148;Huertahernando;0;0;0;0;0;0;0;0;0;0;0;0
